Row,x0,x1,x2,x3,y
0,0.02021839744032572,0.0004087835950549696,8.264949191906543e-06,1.6710402758606536e-07,1.0819082034571275
1,0.07103605819788694,0.00504612156429358,0.0003584565851147711,2.5463342841628693e-05,0.8702761221984007
2,0.08712929970154071,0.0075915148664809015,0.0006614433739903163,5.7631097968000544e-05,1.1438620829640755
3,0.11827442586893322,0.01398883981462578,0.0016545219976473384,0.00019568763935925944,0.7032205122116029
4,0.1433532874090464,0.020550165010980663,0.0029459337111224404,0.0004223092819785339,0.7849474631969462
5,0.3834415188257777,0.14702739835941925,0.05637640893593837,0.021617055868339355,-0.2526594444727172
6,0.4146619399905236,0.17194452447670458,0.0712988500902584,0.029564919497520065,-0.2206606263546724
7,0.4236547993389047,0.1794833890028876,0.07603899915268492,0.032214286927961876,-0.2659586689976591
8,0.4375872112626925,0.19148256746066028,0.08379032270053072,0.03666557364132632,-0.4562644006114673
9,0.46147936225293185,0.2129632017853727,0.09827812254325623,0.04535332531467737,-0.5300192727068213
10,0.5218483217500717,0.27232567091336635,0.14211269433560253,0.07416127103841509,-0.8648144902959607
11,0.5288949197529045,0.2797298361404313,0.1479476892379865,0.07824878122715252,-0.9946267470970116
12,0.5448831829968969,0.29689768311282977,0.16177455459892273,0.0881482342377663,-0.8745860344573225
13,0.5488135039273248,0.3011962620929877,0.16530057596906544,0.09071918829878774,-0.834070544957313
14,0.5680445610939323,0.3226746233883982,0.18329356481881257,0.10411891257884462,-0.7709064920070494
15,0.6027633760716439,0.363323687533286,0.2189982125043625,0.13200410192278483,-0.8347618321580333
16,0.6399210213275238,0.4094989135368612,0.2620469629830196,0.16768936018786973,-1.0308006680436477
17,0.6458941130666561,0.41717920529416236,0.2694535927933254,0.17403848932986885,-1.0254430347576529
18,0.7151893663724195,0.5114958297721829,0.3658163783969024,0.2616279838743339,-1.0788267977997164
19,0.7781567509498505,0.6055279290488277,0.4711956458780273,0.36666407285816205,-1.0071328824578072
20,0.7805291762864555,0.6092257950344127,0.4755185079706711,0.3711560693353122,-1.0300969824486672
21,0.7917250380826646,0.6268285359269967,0.49627584647810236,0.3929140134523822,-0.6362392212785667
22,0.7991585642167236,0.6386544107609351,0.5103861419343865,0.4078794563843972,-0.8623065165713404
23,0.832619845547938,0.6932558072002721,0.5772185431163017,0.48060361421690095,-0.7532876671222758
24,0.8700121482468192,0.7569211380970452,0.6585305854092376,0.5729296092981262,-0.7002379502728528
25,0.8917730007820798,0.7952590849238752,0.709190580561775,0.6324370121539593,-0.4104349475589705
26,0.925596638292661,0.8567291368186751,0.792985608966739,0.7339848138740722,-0.5048676662858161
27,0.9446689170495839,0.8923993628396336,0.8430219396694554,0.796376622796584,-0.27907117001837795
28,0.9636627605010293,0.9286459159764641,0.8949014869178863,0.8623832372597661,-0.2599462770088173
29,0.978618342232764,0.9576938597544032,0.9372167773993513,0.9171775290112866,-0.061898036218622894
