"X1" "X2" "X3" "GROUP"
1.74065301379549 0.273159876878896 -0.255030648793458 3
0.486350049654809 0.220925916157197 -0.114595900259762 4
1.91396289311368 -0.315770885641773 -0.18101979589815 2
-0.597523202061846 -0.63307313699155 -0.901783901172195 3
0.619723495272616 -0.401198944145266 0.42201705421283 5
-0.483205056795418 -0.126784014697967 0.74182403367322 5
1.1622325702675 -0.115161838252099 0.238220208579181 3
0.459393590066376 0.675289818298399 -2.00724195480144 2
0.0654155478018082 0.458151350006256 -0.790999291918004 1
0.037103247416422 -0.668107200871379 0.929665666461328 3
1.35938784127649 -0.216617418609232 -2.7337872872152 2
-0.216669261427261 0.723339691031685 -0.650356912797621 4
-0.229478069871743 -0.00701963909918402 -0.378584227275891 3
0.918567652716122 -1.05349842796764 0.552177643635683 4
-0.437753318023592 0.736581692648805 1.44282148274742 5
-0.456981365450453 0.409970226304972 -0.686101819734935 3
-0.921379580817681 0.623030614884226 -1.55866957438236 3
-1.38166182407294 -0.671081193377427 1.14848016361575 1
-0.66740452196807 -2.6383842988508 1.20906077589235 1
-1.09098881884374 -2.93955888524476 0.946930474861401 4
-0.561206733237868 -1.56872076111011 0.254658227508268 2
-0.105193350388377 0.147270819161149 0.922800738430631 3
0.968663640840143 -0.676097285277917 0.322309851550477 2
-0.475091897785259 -0.0127333137028349 -0.0453295867806354 2
-0.798144273874751 -0.275757492848741 -0.111701286801234 4
1.29682927163031 0.0886080919864883 -0.50962888908555 5
1.10426185855751 -0.622321631682222 -0.198179754669682 5
-0.852189985463458 -0.620185870277825 -0.590444348914122 4
0.662151291883576 0.453166521940142 1.42320784575362 3
1.26768163772128 -0.190990742972653 -0.432459518308199 4
1.32326318040821 -1.14604435180608 -0.669879370731374 4
0.0819834627921175 0.25324752640302 0.71541758211741 5
1.17288442924551 -0.387001856157679 0.134432216584115 3
-1.33210497863737 0.937890781548765 0.684129659219982 4
0.97884114765277 -0.218473766585505 2.44961580183742 5
0.348683670534964 0.0065958808384855 0.594652078413877 2
-0.577913986527166 -0.634449383663201 -0.178396148519657 2
-0.0971564065068047 -2.12819655908798 0.661191625398178 2
-1.66688563473391 -0.0814185808322544 -0.117104484289613 4
-0.311854071860946 0.36924420291525 -1.23576265722927 2
-2.28791565029122 1.11496648357037 -0.568687108211294 4
-0.0624738715843682 0.227090671242367 -1.88135778034688 4
-0.341747039243683 1.12190733804904 -0.798808650508405 3
-0.418406256772962 1.63217854531719 -0.727569710875628 3
-0.202621251800087 1.02820026968826 -0.712551885079537 2
0.658851986830923 1.39441640844877 0.175368703860131 1
0.103109537254094 0.631499171015252 0.447400928797922 4
0.105721636518326 -1.25761819698348 -0.369751340725913 3
0.550440827799086 0.402708527478075 1.3812537773482 1
-0.903476640700903 1.69689630411733 -0.405428600547562 5
